carat,depth,table,x,y,z,price
2.25,62.8,59.0,0.0,0.0,0.0,9.8
0.39,59.5,58.0,4.74,4.77,2.83,6.96
1.27,60.4,58.0,7.04,7.0,4.24,8.447000000000001
0.4,62.6,54.0,4.74,4.75,2.97,6.502999999999999
1.06,62.8,55.0,6.49,6.51,4.08,8.876
0.32,60.2,58.0,4.4,4.43,2.66,6.377999999999999
1.56,61.4,58.0,7.4,7.45,4.56,8.804
0.3,62.9,55.0,4.28,4.24,2.68,6.778
0.28,61.5,56.0,4.21,4.24,2.6,5.886
0.3,62.5,56.0,4.27,4.3,2.68,6.068
0.41,62.3,56.0,4.74,4.79,2.97,6.6
1.5,62.9,58.0,7.17,7.08,4.48,9.085
0.33,59.3,61.0,4.49,4.51,2.67,6.361000000000001
0.56,61.8,55.0,5.32,5.36,3.3,7.631
0.7,63.2,57.0,5.6,5.67,3.56,7.87
0.91,62.4,56.0,6.2,6.24,3.88,8.181000000000001
0.73,59.5,61.0,5.8,5.83,3.46,8.193
0.28,63.1,55.0,4.18,4.15,2.63,6.377000000000001
1.4,61.8,54.0,7.16,7.21,4.44,9.02
0.42,62.1,56.0,4.78,4.82,2.98,7.072
0.54,61.1,57.0,5.24,5.26,3.21,7.5089999999999995
0.35,61.9,56.0,4.53,4.55,2.81,6.746
0.9,62.4,57.0,6.11,6.16,3.83,8.122
0.33,60.1,61.0,4.48,4.44,2.68,6.75
0.3,59.3,57.0,4.39,4.41,2.61,6.577999999999999
1.11,62.5,58.0,6.61,6.64,4.14,8.582
0.52,63.6,59.0,5.09,5.13,3.25,7.417000000000001
1.5,61.2,61.0,7.29,7.34,4.48,9.408999999999999
0.7,61.5,55.0,5.73,5.75,3.53,8.107000000000001
1.55,63.1,56.0,7.4,7.38,4.66,9.389
1.14,62.3,55.0,6.64,6.72,4.18,9.076
0.52,62.2,56.0,5.15,5.11,3.19,7.504
0.7,61.9,59.0,5.67,5.6,3.49,8.042
0.42,62.1,55.0,4.79,4.81,2.98,7.19
0.33,58.8,62.0,4.53,4.49,2.65,6.436
0.3,62.0,56.0,4.3,4.34,2.68,6.314
0.31,61.3,60.0,4.36,4.32,2.66,6.443
1.21,59.1,61.0,6.95,6.89,4.09,8.904
2.08,62.0,56.0,8.21,8.1,5.06,9.383
1.2,60.2,60.0,7.0,6.91,4.19,9.059
0.42,63.2,57.0,4.77,4.79,3.02,6.603
0.33,60.3,57.0,4.51,4.54,2.73,6.582999999999999
0.7,61.2,57.0,5.77,5.7,3.51,7.83
0.7,60.9,59.0,5.69,5.73,3.48,8.226
1.06,61.2,56.0,6.56,6.62,4.03,8.961
1.27,59.5,61.0,7.08,7.04,4.2,8.796
0.3,62.8,54.0,4.27,4.3,2.69,6.731
1.53,60.6,58.0,7.49,7.45,4.53,9.717
0.84,59.0,59.0,6.18,6.13,3.63,8.044
0.71,61.7,56.0,5.69,5.72,3.52,7.894
2.03,63.1,59.0,8.12,7.99,5.08,9.481
0.32,60.8,55.0,4.49,4.42,2.71,6.8020000000000005
0.7,63.4,59.0,5.59,5.64,3.56,7.725
0.34,57.0,61.0,6.65,4.61,2.64,6.704
1.01,64.5,57.0,6.26,6.2,4.02,8.619
0.5,61.6,58.0,5.08,5.11,3.14,7.233
1.62,62.0,60.0,7.5,7.57,4.67,9.177999999999999
1.59,60.5,55.1,7.55,7.62,4.59,9.084
1.02,59.2,59.0,6.66,6.58,3.92,8.727
0.27,64.6,53.0,4.04,4.1,2.63,6.354
0.23,61.9,60.0,3.9,3.95,2.43,6.225
0.7,64.1,58.0,5.51,5.57,3.55,7.667000000000001
0.35,63.9,55.0,4.48,4.5,2.87,6.196000000000001
0.24,61.5,56.0,3.99,4.01,2.46,6.292000000000001
0.88,62.5,56.0,6.06,6.19,3.83,7.901
0.8,61.4,58.0,5.95,5.93,3.65,7.803
1.0,60.1,57.0,6.45,6.52,3.9,9.244
0.23,60.9,57.0,3.96,3.99,2.42,6.211
1.5,63.0,56.0,7.28,7.32,4.6,9.257
0.31,61.4,55.0,4.38,4.35,2.68,6.596
0.7,62.7,56.0,5.64,5.68,3.55,7.559
1.26,61.3,57.0,6.96,6.87,4.24,8.756
0.33,61.3,56.0,4.44,4.46,2.73,6.41
1.0,63.8,58.0,6.33,6.28,4.02,8.332
1.31,62.5,55.0,7.05,6.97,4.38,8.609
0.24,62.0,56.0,3.99,4.03,2.48,6.107
1.04,61.9,57.0,6.51,6.54,4.04,8.718
1.04,62.2,55.0,6.48,6.51,4.04,9.064
0.32,60.9,58.0,4.42,4.38,2.68,6.096
0.5,63.4,57.0,5.06,5.1,3.22,7.447
0.7,59.1,65.0,5.75,5.85,3.43,7.712000000000001
1.07,60.1,60.0,6.76,6.6,3.99,8.703
1.01,62.4,60.0,6.39,6.43,4.0,8.777999999999999
1.07,62.3,60.0,6.55,6.51,4.07,8.174
1.78,63.8,57.0,7.73,7.62,4.9,9.113
1.07,61.6,60.0,6.56,6.53,4.03,8.695
1.01,62.3,58.0,6.34,6.4,3.97,8.738999999999999
1.27,62.6,57.0,6.88,6.85,4.3,8.472000000000001
0.34,61.7,56.0,4.49,4.51,2.78,6.707999999999999
0.31,61.2,57.0,4.35,4.38,2.67,6.818
0.79,63.7,56.0,5.85,5.92,3.75,7.932
0.61,61.7,55.0,5.45,5.48,3.37,7.949
0.32,60.9,56.0,4.46,4.44,2.71,6.474
1.23,62.0,57.0,6.91,6.87,4.27,8.675
0.54,62.1,59.0,5.18,5.19,3.22,7.603
1.12,61.5,57.0,6.74,6.68,4.13,8.521
0.23,58.6,61.0,4.04,4.02,2.36,6.522
2.14,62.9,56.0,8.18,8.14,5.13,9.572000000000001
1.26,61.0,56.0,7.0,7.04,4.28,8.812000000000001
0.41,62.4,55.0,4.79,4.76,2.98,6.981
1.15,61.9,56.0,6.71,6.73,4.16,8.987
0.38,59.1,58.0,4.76,4.71,2.8,6.94
0.5,58.0,59.0,5.3,5.22,3.05,7.447
0.74,61.1,57.0,5.83,5.86,3.57,7.989
0.33,59.7,59.0,4.53,4.52,2.7,6.611000000000001
1.5,60.7,58.0,7.35,7.42,4.48,9.276
1.7,62.5,61.0,7.54,7.45,4.69,9.527999999999999
1.02,65.7,58.0,6.23,6.31,4.12,8.645
0.92,61.4,58.0,6.23,6.27,3.84,8.222999999999999
0.42,59.5,59.0,4.89,4.83,2.89,6.9910000000000005
0.41,62.3,57.0,4.74,4.76,2.96,7.166
1.61,62.6,58.0,7.48,7.45,4.67,9.333
0.35,61.1,57.0,4.55,4.58,2.79,6.232
1.21,62.7,55.2,6.79,6.84,4.27,8.592
1.5,62.0,53.0,7.32,7.29,4.53,9.342
0.41,60.5,55.0,4.83,4.89,2.94,6.877999999999999
1.02,60.2,62.0,6.54,6.46,3.91,8.6
1.2,61.0,58.0,6.83,6.88,4.18,8.826
0.42,61.7,56.0,4.79,4.83,2.97,6.697
0.32,61.0,56.0,4.41,4.44,2.7,6.718999999999999
0.52,62.2,58.0,5.17,5.12,3.2,7.45
1.51,62.8,55.0,7.32,7.29,4.59,9.259
1.28,60.8,60.0,7.03,6.98,4.26,9.401
1.01,63.8,57.0,6.35,6.38,4.06,8.818999999999999
1.52,62.4,57.0,7.32,7.36,4.58,9.272
1.21,63.6,56.0,6.63,6.68,4.23,8.682
0.42,61.8,55.0,4.85,4.8,2.98,6.942
0.57,61.1,56.0,5.33,5.38,3.27,7.47
0.54,63.3,56.0,5.21,5.24,3.31,7.164
0.41,61.2,59.0,4.78,4.82,2.94,6.558
1.01,59.5,60.0,6.3,6.24,3.73,8.68
0.41,62.2,56.0,4.8,4.72,2.96,6.729
0.98,66.6,56.0,6.12,6.02,4.04,8.111
1.04,60.8,57.0,6.54,6.59,3.99,8.309
0.33,62.4,55.0,4.42,4.4,2.75,6.832999999999999
0.53,61.6,55.0,5.23,5.25,3.23,7.263
2.02,62.5,54.0,8.07,8.1,5.05,9.755
0.53,54.3,65.0,5.46,5.51,2.98,7.209
1.19,61.3,57.0,6.81,6.83,4.18,8.841000000000001
0.6,62.0,57.0,5.43,5.35,3.34,7.087000000000001
0.42,61.0,60.0,4.85,4.82,2.95,6.931
0.45,59.6,61.0,5.0,5.04,2.99,7.27
0.34,62.4,54.0,4.49,4.45,2.79,6.966
1.15,62.9,54.0,6.72,6.69,4.22,8.984
0.4,62.0,56.0,4.77,4.72,2.94,6.851
1.01,60.0,58.0,6.6,6.54,3.94,9.022
0.73,61.7,54.0,5.82,5.76,3.57,8.15
1.0,62.7,57.0,6.39,6.49,4.04,8.634
0.41,61.0,56.0,4.81,4.83,2.94,6.718
0.56,60.8,60.0,5.31,5.29,3.22,7.502999999999999
0.42,62.0,58.0,4.79,4.82,2.98,6.974
1.26,62.5,59.0,6.91,6.85,4.3,9.182
0.72,62.9,54.0,5.72,5.76,3.61,7.85
0.5,65.2,57.0,4.96,4.91,3.22,7.04
1.01,59.8,60.0,6.53,6.57,3.92,8.566
1.11,61.7,57.0,6.63,6.69,4.11,8.317
1.09,61.7,54.0,6.65,6.7,4.12,8.986
1.73,60.9,59.0,7.71,7.68,4.69,9.355
0.3,62.1,56.0,4.29,4.31,2.67,6.109
0.7,58.4,61.0,5.86,5.79,3.4,7.584
1.01,59.6,60.0,6.5,6.55,3.89,8.207
1.7,60.9,60.0,7.71,7.68,4.69,9.687999999999999
1.04,61.6,59.0,6.51,6.47,4.0,8.129
0.71,62.7,57.0,5.66,5.7,3.56,8.02
0.31,61.4,57.0,4.37,4.32,2.67,6.848
0.71,62.1,56.0,5.69,5.74,3.55,7.882000000000001
2.01,60.6,60.0,8.11,8.19,4.94,9.342
0.4,59.4,59.0,4.85,4.78,2.86,6.916
0.3,63.5,57.0,4.21,4.26,2.69,6.215
0.43,61.9,55.0,4.84,4.88,3.01,6.662999999999999
1.03,61.7,58.0,6.47,6.5,4.0,8.451
0.54,61.8,57.0,5.26,5.22,3.24,7.597
0.3,61.5,55.0,4.28,4.31,2.64,6.489
1.74,62.3,57.0,7.8,7.7,4.83,9.219
0.4,61.7,60.0,4.72,4.68,2.9,6.782
0.35,61.5,56.0,4.55,4.53,2.79,6.968999999999999
0.3,62.9,56.0,4.27,4.29,2.69,6.622999999999999
0.3,62.1,54.0,4.35,4.32,2.69,6.515
0.31,62.3,57.0,4.34,4.3,2.69,6.687
0.51,61.9,56.0,5.13,5.12,3.17,7.018
0.33,61.4,58.0,4.5,4.46,2.75,6.349
0.31,61.8,54.0,4.34,4.37,2.69,6.522
0.51,61.3,58.0,5.16,5.11,3.15,6.9879999999999995
0.23,61.8,56.0,3.92,3.94,2.43,6.284
1.2,62.0,58.0,6.73,6.79,4.19,8.585
1.0,60.3,62.0,6.46,6.41,3.88,8.232999999999999
1.51,63.0,55.0,7.29,7.24,4.58,9.576
0.92,59.0,59.0,6.36,6.31,3.74,8.219
0.53,61.9,55.0,5.24,5.19,3.23,7.252999999999999
0.31,63.3,57.0,4.31,4.28,2.72,6.619
0.31,62.2,55.0,4.34,4.31,2.69,6.848
0.39,62.3,59.0,4.65,4.69,2.91,6.667999999999999
0.29,61.2,56.0,4.27,4.29,2.61,6.428
0.3,61.9,60.0,4.26,4.3,2.65,6.565
1.0,60.0,60.0,6.47,6.42,3.87,8.18
1.87,60.3,61.0,7.95,7.91,4.78,9.315
1.51,64.1,61.0,7.18,7.14,4.59,9.072000000000001
0.9,59.2,60.0,6.31,6.23,3.71,8.216000000000001
0.3,59.6,59.0,4.34,4.38,2.6,6.405
2.0,64.0,60.0,7.9,7.83,5.04,9.272
0.31,62.0,54.0,4.37,4.4,2.72,6.114
1.01,61.2,56.0,6.48,6.51,3.97,8.482000000000001
0.34,61.9,54.0,4.51,4.53,2.8,6.053999999999999
1.29,61.3,58.0,6.98,7.04,4.3,8.716000000000001
0.32,61.9,59.0,4.41,4.38,2.72,6.356
0.73,62.7,58.0,5.72,5.77,3.6,7.986000000000001
0.31,62.3,55.0,4.37,4.33,2.71,6.596
0.61,62.3,57.0,5.38,5.44,3.37,7.172000000000001
1.51,62.2,60.0,7.23,7.3,4.52,9.064
0.72,61.2,56.0,5.78,5.81,3.55,8.247
0.9,62.2,56.0,6.16,6.18,3.84,8.561
0.6,61.5,56.0,5.43,5.47,3.35,7.766
1.15,64.3,54.0,6.66,6.62,4.27,8.689
1.0,64.6,59.0,6.3,6.26,4.06,8.564
0.4,62.8,56.0,4.7,4.67,2.94,7.026
0.7,63.2,56.0,5.61,5.56,3.53,7.837999999999999
0.74,65.4,53.0,5.73,5.71,3.74,8.304
1.1,62.2,59.0,6.61,6.57,4.1,8.692
2.01,64.8,62.0,7.92,7.82,5.1,9.698
0.38,62.1,55.4,4.63,4.68,2.89,6.571000000000001
0.8,61.2,53.0,6.05,5.98,3.68,7.961
0.38,60.9,55.0,4.69,4.73,2.87,6.792000000000001
0.51,63.4,59.0,5.07,5.02,3.2,7.084
1.0,62.6,57.0,6.47,6.4,4.03,8.693999999999999
1.02,61.5,59.0,6.4,6.45,3.95,8.566
1.52,60.7,61.0,7.47,7.36,4.5,8.788
1.31,60.3,58.0,7.02,7.1,4.26,8.88
0.36,62.2,55.0,4.62,4.57,2.86,7.102
0.4,62.3,57.0,4.73,4.68,2.93,6.957000000000001
1.51,61.1,59.0,7.37,7.32,4.49,9.568
0.59,62.0,57.0,5.31,5.4,3.32,7.441
0.84,60.1,58.0,6.12,6.15,3.69,8.491
1.01,61.3,58.0,6.4,6.48,3.95,8.885
0.32,62.7,56.0,4.42,4.39,2.76,6.51
0.5,61.4,60.0,5.13,5.17,3.16,7.2410000000000005
0.31,61.7,56.0,4.34,4.38,2.69,6.792000000000001
1.56,62.3,64.0,7.41,7.36,4.6,9.0
1.57,61.1,61.0,7.46,7.43,4.55,9.056000000000001
0.33,62.5,54.0,4.41,4.45,2.77,6.622999999999999
1.23,59.3,58.0,7.0,6.94,4.13,8.696
0.3,63.3,61.0,4.21,4.23,2.67,6.715
1.06,61.2,57.0,6.59,6.56,4.03,8.64
1.25,61.1,57.0,6.91,6.94,4.23,8.695
0.51,62.0,55.0,5.13,5.16,3.19,7.671
1.51,59.7,58.0,7.43,7.48,4.45,9.172
2.08,61.0,55.0,8.32,8.25,5.05,9.797
0.25,61.2,57.0,4.12,4.08,2.51,6.607
1.1,61.4,56.0,6.68,6.64,4.09,8.934
0.41,62.1,55.0,4.79,4.74,2.96,7.115
0.42,62.6,57.0,4.8,4.76,2.99,6.9910000000000005
0.41,62.7,54.0,4.75,4.79,2.99,6.474
0.73,61.5,57.0,5.78,5.83,3.57,8.158
0.75,61.7,55.0,5.9,5.86,3.63,7.867000000000001
0.4,62.5,60.0,4.72,4.66,2.93,7.09
0.5,61.1,55.0,5.14,5.18,3.15,7.66
1.02,61.1,57.0,6.51,6.48,3.97,8.992
0.5,62.0,57.0,5.08,5.11,3.16,7.279
0.44,60.1,58.0,4.92,4.96,2.97,7.02
0.54,61.6,59.0,5.21,5.24,3.22,7.435
1.07,62.9,59.0,6.51,6.58,4.12,8.371
0.41,62.2,58.0,4.77,4.71,2.95,7.252999999999999
0.52,61.1,57.0,5.17,5.22,3.17,7.407
0.54,62.1,56.0,5.22,5.25,3.25,7.416
0.3,61.8,59.0,4.26,4.29,2.64,6.766
1.26,59.5,59.0,7.13,7.06,4.22,8.975
0.3,62.4,54.0,4.31,4.34,2.7,6.76
0.27,61.5,56.0,4.18,4.15,2.56,6.622999999999999
1.14,62.2,55.9,6.67,6.69,4.16,9.371
1.0,68.6,56.0,6.2,6.08,4.22,7.497999999999999
0.59,61.8,59.0,5.35,5.4,3.32,7.445
0.9,61.0,59.0,6.18,6.14,3.76,8.227
1.34,59.1,60.0,7.15,7.19,4.24,9.001
1.36,62.7,60.0,7.05,7.02,4.41,9.388
0.27,62.1,56.0,4.14,4.18,2.58,6.223
0.7,64.1,59.0,5.49,5.56,3.54,8.035
0.72,61.8,60.0,5.72,5.76,3.55,7.654
0.58,62.6,56.0,5.37,5.27,3.33,7.691
1.05,58.9,61.0,6.64,6.67,3.92,9.106
1.2,62.3,53.0,6.8,6.85,4.25,8.647
0.72,61.4,56.0,5.79,5.77,3.55,8.047
1.01,61.5,62.0,6.41,6.46,3.96,8.367
0.83,61.8,57.0,6.03,6.07,3.74,7.937
0.41,60.9,53.0,4.8,4.85,2.94,6.627000000000001
0.4,63.0,59.0,4.69,4.64,2.94,6.682
0.3,63.0,53.0,4.26,4.31,2.7,6.159
1.71,62.1,56.0,7.64,7.7,4.76,9.548
0.71,62.1,57.0,5.7,5.73,3.55,8.243
0.31,61.7,55.0,4.36,4.39,2.7,6.05
0.42,61.3,56.0,4.85,4.81,2.96,7.149
0.35,62.4,54.0,4.51,4.53,2.82,6.38
1.8,62.3,56.0,7.76,7.79,4.84,9.613999999999999
0.77,61.2,57.0,5.93,5.97,3.64,8.024
0.71,60.8,60.0,5.75,5.69,3.48,7.874
0.32,61.9,58.0,4.36,4.4,2.71,6.225
0.32,62.6,57.0,4.34,4.41,2.74,6.821000000000001
1.12,61.1,57.0,6.68,6.75,4.1,9.179
1.0,60.3,56.0,6.54,6.52,3.94,8.474
0.9,62.5,58.0,6.1,6.15,3.83,8.007
1.08,62.1,58.0,6.62,6.59,4.1,8.544
0.4,59.3,59.0,4.82,4.8,2.85,6.8020000000000005
2.5,64.7,57.0,8.48,8.44,5.47,8.969
1.73,62.1,57.0,7.73,7.64,4.77,9.687999999999999
2.0,63.1,56.0,7.98,7.84,5.0,9.152000000000001
1.06,61.1,56.5,6.57,6.6,4.03,8.941
0.54,61.9,58.0,5.19,5.24,3.23,7.059
1.01,59.9,59.0,6.46,6.42,3.86,8.326
1.57,62.7,55.0,7.42,7.49,4.68,9.434
0.41,62.8,57.0,4.73,4.76,2.98,6.76
0.9,63.2,58.0,6.12,6.1,3.86,8.425
0.71,61.8,56.0,5.72,5.75,3.55,8.101
0.53,61.3,58.0,5.22,5.18,3.19,6.787000000000001
0.41,60.0,57.0,4.92,4.88,2.94,6.819
0.52,61.7,56.0,5.14,5.17,3.18,7.483
0.47,62.1,54.0,4.99,5.02,3.11,7.502999999999999
0.72,61.7,57.0,5.77,5.74,3.55,7.9479999999999995
1.44,59.5,61.0,7.38,7.3,4.37,9.309
0.3,61.3,58.0,4.33,4.29,2.64,6.851
0.39,62.4,54.0,4.67,4.69,2.92,6.28
0.81,60.3,57.0,6.07,6.04,3.65,7.96
1.51,62.2,57.0,7.28,7.36,4.55,9.469
1.2,60.9,55.0,6.9,6.93,4.21,9.259
0.3,61.8,57.0,4.34,4.3,2.67,6.7379999999999995
0.51,62.9,58.0,5.07,5.11,3.2,7.671
0.91,64.4,60.0,6.08,6.04,3.9,8.257
0.72,62.3,57.0,5.74,5.69,3.56,7.843999999999999
0.42,62.3,57.0,4.8,4.77,2.98,6.947
0.28,61.4,55.0,4.22,4.25,2.6,6.417000000000001
0.53,62.1,53.0,5.22,5.27,3.26,7.061
0.38,61.9,54.0,4.7,4.67,2.9,7.136
1.55,60.7,59.0,7.46,7.5,4.54,9.371
0.61,61.6,56.0,5.46,5.49,3.37,7.768
0.41,61.4,54.0,4.81,4.83,2.96,6.438
1.01,62.2,59.0,6.36,6.3,3.94,8.995
0.79,62.0,56.0,5.91,5.93,3.67,8.135
0.51,60.8,57.0,5.17,5.22,3.16,7.27
0.52,58.4,62.0,5.33,5.28,3.1,6.981
1.02,63.7,58.0,6.28,6.24,3.99,8.265
0.25,61.7,57.0,4.04,4.07,2.5,6.066
0.78,62.6,58.0,5.81,5.89,3.66,8.043
1.0,64.2,58.0,6.25,6.28,4.02,8.529
0.41,61.2,62.0,4.78,4.76,2.92,7.124
0.31,63.4,56.0,4.32,4.29,2.73,6.687
1.7,62.1,59.0,7.6,7.53,4.7,9.374
1.01,63.1,59.0,6.34,6.37,4.01,8.982000000000001
0.72,61.1,56.0,5.76,5.79,3.53,8.091000000000001
0.75,60.2,59.0,5.92,5.88,3.55,7.752999999999999
0.72,62.5,57.0,5.71,5.75,3.58,7.64
0.37,59.1,60.0,4.69,4.71,2.78,6.7379999999999995
0.51,60.9,56.0,5.15,5.2,3.15,7.412000000000001
0.53,60.4,57.0,5.27,5.26,3.18,7.48
1.04,63.8,57.0,6.43,6.4,4.09,8.879
1.0,62.3,61.0,6.38,6.33,3.96,8.901
0.7,60.5,58.0,5.78,5.76,3.49,7.882000000000001
1.54,61.4,56.0,7.42,7.47,4.57,9.814
1.81,62.7,58.0,7.68,7.77,4.84,9.459
0.51,61.9,58.0,5.15,5.1,3.17,7.564
0.56,61.1,57.0,5.38,5.33,3.27,7.53
1.01,61.3,54.0,6.52,6.47,3.99,8.517999999999999
0.42,61.7,54.0,4.8,4.82,2.97,6.648
1.24,62.4,58.0,6.93,6.82,4.29,8.799
0.57,61.9,58.0,5.34,5.32,3.3,7.227
1.5,63.4,59.0,7.13,7.2,4.54,9.274
0.71,64.4,56.0,5.63,5.58,3.61,7.862
0.64,60.0,59.0,5.59,5.65,3.37,7.63
1.67,61.6,57.0,7.66,7.61,4.7,9.172
1.28,61.7,55.0,6.97,7.02,4.32,9.142000000000001
0.56,62.3,53.0,5.28,5.31,3.3,7.147
0.75,61.7,56.0,5.92,5.81,3.62,7.58
0.49,63.6,57.9,4.96,4.99,3.16,7.244
0.9,59.5,62.0,6.2,6.23,3.7,8.242
0.81,63.0,60.0,5.87,5.81,3.68,7.949
0.3,61.8,55.0,4.27,4.3,2.65,6.601
1.01,62.5,56.0,6.38,6.41,4.0,8.675
1.0,62.6,58.0,6.4,6.37,4.0,8.888
0.56,62.0,56.0,5.28,5.3,3.28,7.697
0.37,60.4,59.0,4.68,4.62,2.81,6.773
0.9,59.5,58.0,6.28,6.33,3.75,8.291
0.55,59.6,59.0,5.32,5.36,3.18,7.278
0.9,63.2,61.0,6.12,6.03,3.84,8.084
0.92,62.1,60.0,6.21,6.26,3.87,8.033999999999999
1.03,62.1,56.3,6.43,6.5,4.02,9.27
0.8,61.7,58.0,5.98,5.95,3.68,8.286
1.13,61.9,61.0,6.61,6.64,4.1,9.031
0.61,61.8,56.0,5.43,5.48,3.37,7.621
1.04,61.8,59.0,6.46,6.48,4.0,8.408
0.4,60.8,59.0,4.77,4.73,2.89,6.962000000000001
0.31,61.7,55.0,4.37,4.35,2.69,6.547999999999999
0.53,60.4,59.0,5.26,5.3,3.19,7.574
0.8,61.7,58.0,5.98,5.94,3.68,7.9239999999999995
1.09,61.6,55.0,6.6,6.64,4.08,8.524
0.51,63.0,59.0,5.08,5.05,3.19,7.444
1.51,60.2,63.0,7.39,7.36,4.44,9.427999999999999
0.5,57.1,63.0,5.23,5.27,3.0,7.04
1.27,61.8,57.0,6.94,6.98,4.3,9.379
0.53,60.0,59.8,5.25,5.26,3.15,7.452000000000001
2.14,62.0,60.0,8.27,8.19,5.1,9.725
1.0,62.7,60.0,6.34,6.32,3.97,9.111
1.2,61.4,55.0,6.78,6.87,4.19,9.151
1.21,62.9,58.0,6.74,6.69,4.23,8.5
0.39,61.9,55.6,4.68,4.7,2.91,6.946000000000001
0.44,62.7,57.0,4.85,4.82,3.03,6.898
1.3,62.0,57.0,6.96,7.03,4.34,9.312000000000001
0.45,63.9,57.0,4.81,4.86,3.09,6.72
1.0,62.3,56.0,6.4,6.29,3.95,8.942
1.01,66.8,56.0,6.15,6.09,4.09,8.407
0.72,61.9,55.0,5.74,5.77,3.56,8.097000000000001
0.33,62.2,57.0,4.41,4.46,2.76,6.766
0.38,62.5,60.0,4.64,4.61,2.89,7.112
1.02,60.2,61.0,6.52,6.48,3.91,8.352
0.7,61.9,58.0,5.66,5.69,3.51,7.85
0.33,62.1,55.0,4.46,4.43,2.76,6.75
0.41,61.8,55.0,4.78,4.81,2.96,6.457000000000001
1.01,63.5,55.0,6.32,6.27,4.0,8.017000000000001
0.71,62.7,57.0,5.66,5.72,3.57,7.847
0.54,61.2,58.0,5.21,5.28,3.21,7.442
0.52,62.6,57.0,5.15,5.11,3.21,7.492000000000001
0.5,66.9,56.0,4.85,4.81,3.23,6.876
1.15,62.1,55.0,6.69,6.74,4.17,9.076
0.3,62.7,59.0,4.24,4.28,2.67,5.976
0.71,61.9,56.0,5.7,5.74,3.54,7.975
1.22,63.3,57.0,6.74,6.82,4.29,8.696
0.52,62.1,56.0,5.14,5.16,3.2,7.513999999999999
0.77,61.3,56.0,5.91,5.94,3.63,8.293
1.05,61.0,56.0,6.62,6.56,4.02,8.926
1.09,59.8,60.0,6.72,6.66,4.0,8.582
0.52,61.4,56.0,5.18,5.21,3.19,7.4239999999999995
0.71,63.4,57.0,5.7,5.63,3.59,7.726
1.17,62.2,53.0,6.78,6.81,4.23,8.702
0.41,62.6,57.0,4.68,4.77,2.96,6.402
1.2,62.7,57.0,6.71,6.76,4.22,9.124
0.33,62.6,58.0,4.42,4.34,2.74,6.3870000000000005
0.51,61.6,56.0,5.18,5.15,3.18,7.416
0.31,62.0,55.0,4.36,4.38,2.71,6.229
0.31,61.6,55.0,4.39,4.41,2.71,6.582000000000001
0.4,61.9,58.0,4.7,4.73,2.92,6.821000000000001
1.52,61.1,56.0,7.39,7.43,4.53,9.602
0.61,61.7,60.0,5.46,5.4,3.35,7.441
1.01,60.4,60.0,6.48,6.57,3.94,8.378
1.36,61.4,57.0,7.25,7.09,4.4,9.318
1.04,61.6,58.0,6.52,6.45,3.99,8.272
0.55,61.7,56.0,5.3,5.26,3.26,7.506
3.01,62.7,58.0,9.1,8.97,5.67,8.992
0.61,62.2,55.0,5.42,5.45,3.38,7.876
0.56,62.1,54.0,5.3,5.33,3.3,7.12
0.96,63.0,54.0,6.27,6.24,3.94,8.379
1.22,62.3,59.0,6.79,6.83,4.24,8.671
0.54,61.8,55.0,5.24,5.27,3.25,7.6610000000000005
0.9,60.7,61.0,6.17,6.19,3.75,8.213
1.51,61.8,63.0,7.28,7.34,4.52,9.156
0.44,61.9,54.0,4.89,4.93,3.04,6.819
1.51,63.7,55.0,7.28,7.22,4.62,9.747
1.2,61.6,57.0,6.85,6.88,4.23,8.905
0.59,61.8,55.0,5.41,5.44,3.35,7.143
0.3,62.0,59.0,4.26,4.29,2.65,6.528
0.21,59.8,61.0,3.89,3.84,2.31,5.787000000000001
0.5,61.9,57.0,5.08,5.06,3.14,7.4110000000000005
0.36,61.8,55.0,4.57,4.62,2.84,6.789
0.33,61.4,54.0,4.44,4.48,2.74,6.138
1.2,62.7,60.0,6.73,6.67,4.21,8.36
0.31,62.5,57.0,4.3,4.4,2.72,6.704
1.0,61.5,63.0,6.35,6.31,3.89,8.874
0.87,58.8,56.0,6.3,6.26,3.69,8.227
1.31,62.1,56.0,7.01,7.04,4.36,8.797
0.83,62.2,56.0,5.99,6.03,3.74,8.547
1.63,62.0,54.0,7.6,7.67,4.73,9.115
1.03,61.9,57.0,6.5,6.46,4.01,9.102
1.0,63.3,60.0,6.32,6.25,3.98,8.466000000000001
0.51,62.6,57.0,5.1,5.12,3.2,7.5360000000000005
0.29,61.9,56.0,4.22,4.24,2.62,6.702999999999999
1.53,59.9,60.0,7.5,7.46,4.48,9.29
1.09,61.9,56.0,6.61,6.64,4.1,8.472999999999999
0.54,61.3,60.0,5.2,5.24,3.2,6.984
1.01,59.1,60.0,6.57,6.55,3.88,8.392000000000001
0.33,62.4,56.0,4.39,4.43,2.75,6.138
0.64,60.1,60.0,5.62,5.57,3.36,7.55
0.7,61.4,55.0,5.71,5.75,3.52,8.12
0.3,60.9,58.0,4.31,4.33,2.63,6.212999999999999
1.05,63.7,59.0,6.41,6.37,4.07,8.267999999999999
1.51,64.2,54.0,7.18,7.27,4.64,9.362
1.22,62.1,58.0,6.89,6.84,4.26,8.772
0.4,62.6,55.0,4.7,4.72,2.95,6.292000000000001
1.0,62.8,53.9,6.37,6.42,4.02,8.925
